id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary,source
18,express.co.uk,rumor,https://express.co.uk/article/17,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.580791,2026-04-14T16:00:35.580792,2026-04-14T16:00:35.580793,News report on ongoing situation,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,express.co.uk
19,cnn.com,fake,https://cnn.com/article/18,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.580824,2026-04-14T16:00:35.580825,2026-04-14T16:00:35.580826,Breaking: Alien discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,cnn.com
20,infowars.com,hate,https://infowars.com/article/19,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.580860,2026-04-14T16:00:35.580861,2026-04-14T16:00:35.580861,Update about current events,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,infowars.com
21,snopes.com,clickbait,https://snopes.com/article/20,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.580896,2026-04-14T16:00:35.580897,2026-04-14T16:00:35.580897,Coverage of recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,snopes.com
22,bbc.com,satire,https://bbc.com/article/21,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.580932,2026-04-14T16:00:35.580933,2026-04-14T16:00:35.580934,Coverage of ongoing situation,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,bbc.com
23,cnn.com,conspiracy,https://cnn.com/article/22,What they don't want you to know could change everything. The pieces are coming together.,2026-04-14T16:00:35.580967,2026-04-14T16:00:35.580968,2026-04-14T16:00:35.580969,Whistleblower exposes government program,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,cnn.com
24,barenakedislam.com,hate,https://barenakedislam.com/article/23,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.581004,2026-04-14T16:00:35.581005,2026-04-14T16:00:35.581006,Update about recent developments,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,barenakedislam.com
25,bbc.com,satire,https://bbc.com/article/24,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.581040,2026-04-14T16:00:35.581041,2026-04-14T16:00:35.581042,Update about ongoing situation,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,bbc.com
26,foxnews.com,hate,https://foxnews.com/article/25,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.581075,2026-04-14T16:00:35.581076,2026-04-14T16:00:35.581077,Coverage of recent developments,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,foxnews.com
27,theguardian.com,unreliable,https://theguardian.com/article/26,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.581109,2026-04-14T16:00:35.581110,2026-04-14T16:00:35.581111,Coverage of current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,theguardian.com
28,theguardian.com,fake,https://theguardian.com/article/27,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.581139,2026-04-14T16:00:35.581139,2026-04-14T16:00:35.581140,Breaking: Medical discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,theguardian.com
29,foxnews.com,clickbait,https://foxnews.com/article/28,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.581173,2026-04-14T16:00:35.581174,2026-04-14T16:00:35.581174,Coverage of current events,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,foxnews.com
30,infowars.com,fake,https://infowars.com/article/29,Researchers have made an astonishing discovery that challenges everything we know. The implications are profound.,2026-04-14T16:00:35.581202,2026-04-14T16:00:35.581203,2026-04-14T16:00:35.581204,Breaking: Government discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,infowars.com
31,infowars.com,rumor,https://infowars.com/article/30,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.581237,2026-04-14T16:00:35.581238,2026-04-14T16:00:35.581239,News report on recent developments,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,infowars.com
32,breitbart.com,unreliable,https://breitbart.com/article/31,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.581272,2026-04-14T16:00:35.581283,2026-04-14T16:00:35.581285,News report on recent developments,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,breitbart.com
33,infowars.com,bias,https://infowars.com/article/32,The evidence clearly points to a specific conclusion that supports established viewpoints. Correlations are strong.,2026-04-14T16:00:35.581325,2026-04-14T16:00:35.581326,2026-04-14T16:00:35.581327,Report indicates clear pattern in social trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,infowars.com
34,cnn.com,clickbait,https://cnn.com/article/33,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.581362,2026-04-14T16:00:35.581363,2026-04-14T16:00:35.581363,Coverage of recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,cnn.com
35,snopes.com,unreliable,https://snopes.com/article/34,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.581398,2026-04-14T16:00:35.581399,2026-04-14T16:00:35.581400,Update about current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,snopes.com
36,foxnews.com,political,https://foxnews.com/article/35,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.581433,2026-04-14T16:00:35.581434,2026-04-14T16:00:35.581434,Coverage of ongoing situation,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,foxnews.com
37,breitbart.com,political,https://breitbart.com/article/36,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.581468,2026-04-14T16:00:35.581469,2026-04-14T16:00:35.581470,News report on current events,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,breitbart.com
38,theguardian.com,bias,https://theguardian.com/article/37,The evidence clearly points to a specific conclusion that supports established viewpoints. Patterns are unmistakable.,2026-04-14T16:00:35.581504,2026-04-14T16:00:35.581505,2026-04-14T16:00:35.581506,Report indicates clear pattern in political trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,theguardian.com
39,foxnews.com,bias,https://foxnews.com/article/38,The evidence clearly points to a specific conclusion that supports established viewpoints. Correlations are strong.,2026-04-14T16:00:35.581540,2026-04-14T16:00:35.581541,2026-04-14T16:00:35.581541,Analysis reveals clear pattern in political trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,foxnews.com
40,nytimes.com,unreliable,https://nytimes.com/article/39,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.581575,2026-04-14T16:00:35.581576,2026-04-14T16:00:35.581577,Update about current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,nytimes.com
41,bbc.com,satire,https://bbc.com/article/40,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.581609,2026-04-14T16:00:35.581610,2026-04-14T16:00:35.581611,Coverage of ongoing situation,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,bbc.com
42,nytimes.com,clickbait,https://nytimes.com/article/41,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.581644,2026-04-14T16:00:35.581645,2026-04-14T16:00:35.581645,Coverage of recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,nytimes.com
43,barenakedislam.com,fake,https://barenakedislam.com/article/42,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.581673,2026-04-14T16:00:35.581674,2026-04-14T16:00:35.581675,Breaking: Alien discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,barenakedislam.com
44,barenakedislam.com,satire,https://barenakedislam.com/article/43,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.581708,2026-04-14T16:00:35.581709,2026-04-14T16:00:35.581709,News report on ongoing situation,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,barenakedislam.com
45,snopes.com,unreliable,https://snopes.com/article/44,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.581742,2026-04-14T16:00:35.581743,2026-04-14T16:00:35.581744,News report on recent developments,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,snopes.com
46,snopes.com,bias,https://snopes.com/article/45,The evidence clearly points to a specific conclusion that supports established viewpoints. Patterns are unmistakable.,2026-04-14T16:00:35.581777,2026-04-14T16:00:35.581778,2026-04-14T16:00:35.581779,Analysis reveals clear pattern in political trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,snopes.com
47,breitbart.com,political,https://breitbart.com/article/46,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.581811,2026-04-14T16:00:35.581812,2026-04-14T16:00:35.581813,Coverage of recent developments,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,breitbart.com
48,infowars.com,clickbait,https://infowars.com/article/47,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.581857,2026-04-14T16:00:35.581858,2026-04-14T16:00:35.581859,Coverage of recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,infowars.com
49,bbc.com,clickbait,https://bbc.com/article/48,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.581892,2026-04-14T16:00:35.581893,2026-04-14T16:00:35.581894,Update about ongoing situation,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,bbc.com
50,bbc.com,rumor,https://bbc.com/article/49,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.581928,2026-04-14T16:00:35.581929,2026-04-14T16:00:35.581930,Coverage of current events,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,bbc.com
51,infowars.com,unreliable,https://infowars.com/article/50,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.581964,2026-04-14T16:00:35.581965,2026-04-14T16:00:35.581966,Coverage of recent developments,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,infowars.com
52,foxnews.com,satire,https://foxnews.com/article/51,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.581999,2026-04-14T16:00:35.582000,2026-04-14T16:00:35.582001,Update about ongoing situation,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,foxnews.com
53,foxnews.com,rumor,https://foxnews.com/article/52,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.582033,2026-04-14T16:00:35.582034,2026-04-14T16:00:35.582035,Update about ongoing situation,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,foxnews.com
54,barenakedislam.com,clickbait,https://barenakedislam.com/article/53,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.582068,2026-04-14T16:00:35.582069,2026-04-14T16:00:35.582069,News report on current events,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,barenakedislam.com
55,infowars.com,reliable,https://infowars.com/article/54,A comprehensive study using rigorous methodology has produced significant findings. Methodology was robust.,2026-04-14T16:00:35.582106,2026-04-14T16:00:35.582106,2026-04-14T16:00:35.582107,New research published in Science,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,infowars.com
56,infowars.com,unreliable,https://infowars.com/article/55,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.582140,2026-04-14T16:00:35.582141,2026-04-14T16:00:35.582142,Coverage of ongoing situation,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,infowars.com
57,foxnews.com,clickbait,https://foxnews.com/article/56,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.582174,2026-04-14T16:00:35.582175,2026-04-14T16:00:35.582176,Update about current events,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,foxnews.com
58,bbc.com,rumor,https://bbc.com/article/57,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.582208,2026-04-14T16:00:35.582209,2026-04-14T16:00:35.582209,Coverage of current events,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,bbc.com
59,bbc.com,conspiracy,https://bbc.com/article/58,What they don't want you to know could change everything. Evidence is mounting.,2026-04-14T16:00:35.582243,2026-04-14T16:00:35.582244,2026-04-14T16:00:35.582245,Secret documents reveal major event,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,bbc.com
60,snopes.com,bias,https://snopes.com/article/59,The evidence clearly points to a specific conclusion that supports established viewpoints. Patterns are unmistakable.,2026-04-14T16:00:35.582277,2026-04-14T16:00:35.582278,2026-04-14T16:00:35.582279,Report indicates clear pattern in economic trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,snopes.com
61,theguardian.com,unreliable,https://theguardian.com/article/60,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.582312,2026-04-14T16:00:35.582313,2026-04-14T16:00:35.582313,News report on ongoing situation,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,theguardian.com
62,express.co.uk,political,https://express.co.uk/article/61,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.582346,2026-04-14T16:00:35.582347,2026-04-14T16:00:35.582348,Coverage of recent developments,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,express.co.uk
63,barenakedislam.com,rumor,https://barenakedislam.com/article/62,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.582380,2026-04-14T16:00:35.582381,2026-04-14T16:00:35.582382,Update about ongoing situation,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,barenakedislam.com
64,express.co.uk,hate,https://express.co.uk/article/63,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.582415,2026-04-14T16:00:35.582415,2026-04-14T16:00:35.582416,News report on recent developments,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,express.co.uk
65,barenakedislam.com,bias,https://barenakedislam.com/article/64,The evidence clearly points to a specific conclusion that supports established viewpoints. Patterns are unmistakable.,2026-04-14T16:00:35.582449,2026-04-14T16:00:35.582450,2026-04-14T16:00:35.582450,Report indicates clear pattern in economic trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,barenakedislam.com
66,nytimes.com,hate,https://nytimes.com/article/65,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.582485,2026-04-14T16:00:35.582486,2026-04-14T16:00:35.582487,Coverage of recent developments,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,nytimes.com
67,cnn.com,fake,https://cnn.com/article/66,Researchers have made an astonishing discovery that challenges everything we know. Experts are baffled.,2026-04-14T16:00:35.582515,2026-04-14T16:00:35.582516,2026-04-14T16:00:35.582516,Breaking: Alien discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,cnn.com
68,bbc.com,fake,https://bbc.com/article/67,Researchers have made an astonishing discovery that challenges everything we know. Experts are baffled.,2026-04-14T16:00:35.582544,2026-04-14T16:00:35.582545,2026-04-14T16:00:35.582546,Breaking: Alien discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,bbc.com
69,bbc.com,satire,https://bbc.com/article/68,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.582578,2026-04-14T16:00:35.582579,2026-04-14T16:00:35.582580,Update about ongoing situation,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,bbc.com
70,theguardian.com,hate,https://theguardian.com/article/69,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.582612,2026-04-14T16:00:35.582613,2026-04-14T16:00:35.582614,News report on current events,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,theguardian.com
71,cnn.com,hate,https://cnn.com/article/70,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.582647,2026-04-14T16:00:35.582648,2026-04-14T16:00:35.582648,Coverage of recent developments,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,cnn.com
72,nytimes.com,conspiracy,https://nytimes.com/article/71,What they don't want you to know could change everything. The pieces are coming together.,2026-04-14T16:00:35.582681,2026-04-14T16:00:35.582682,2026-04-14T16:00:35.582683,Whistleblower exposes major event,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,nytimes.com
73,express.co.uk,rumor,https://express.co.uk/article/72,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.582716,2026-04-14T16:00:35.582717,2026-04-14T16:00:35.582718,Update about ongoing situation,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,express.co.uk
74,snopes.com,conspiracy,https://snopes.com/article/73,What they don't want you to know could change everything. Evidence is mounting.,2026-04-14T16:00:35.582750,2026-04-14T16:00:35.582751,2026-04-14T16:00:35.582752,Secret documents reveal government program,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,snopes.com
75,theguardian.com,bias,https://theguardian.com/article/74,The evidence clearly points to a specific conclusion that supports established viewpoints. Patterns are unmistakable.,2026-04-14T16:00:35.582785,2026-04-14T16:00:35.582786,2026-04-14T16:00:35.582787,Study shows clear pattern in economic trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,theguardian.com
76,breitbart.com,unreliable,https://breitbart.com/article/75,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.582820,2026-04-14T16:00:35.582821,2026-04-14T16:00:35.582822,Coverage of current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,breitbart.com
77,nytimes.com,political,https://nytimes.com/article/76,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.582855,2026-04-14T16:00:35.582856,2026-04-14T16:00:35.582857,Coverage of recent developments,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,nytimes.com
78,breitbart.com,clickbait,https://breitbart.com/article/77,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.582895,2026-04-14T16:00:35.582896,2026-04-14T16:00:35.582897,Update about current events,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,breitbart.com
79,cnn.com,political,https://cnn.com/article/78,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.582937,2026-04-14T16:00:35.582938,2026-04-14T16:00:35.582938,News report on ongoing situation,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,cnn.com
80,cnn.com,rumor,https://cnn.com/article/79,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.582992,2026-04-14T16:00:35.582993,2026-04-14T16:00:35.582994,Update about recent developments,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,cnn.com
81,nytimes.com,bias,https://nytimes.com/article/80,The evidence clearly points to a specific conclusion that supports established viewpoints. Patterns are unmistakable.,2026-04-14T16:00:35.583032,2026-04-14T16:00:35.583033,2026-04-14T16:00:35.583034,Report indicates clear pattern in social trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,nytimes.com
82,bbc.com,clickbait,https://bbc.com/article/81,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.583067,2026-04-14T16:00:35.583067,2026-04-14T16:00:35.583068,News report on recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,bbc.com
83,foxnews.com,unreliable,https://foxnews.com/article/82,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.583103,2026-04-14T16:00:35.583104,2026-04-14T16:00:35.583105,Update about recent developments,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,foxnews.com
84,foxnews.com,reliable,https://foxnews.com/article/83,A comprehensive study using rigorous methodology has produced significant findings. Findings are reproducible.,2026-04-14T16:00:35.583139,2026-04-14T16:00:35.583140,2026-04-14T16:00:35.583141,New research published in Nature,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,foxnews.com
85,nytimes.com,hate,https://nytimes.com/article/84,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.583174,2026-04-14T16:00:35.583175,2026-04-14T16:00:35.583176,Update about ongoing situation,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,nytimes.com
86,theguardian.com,conspiracy,https://theguardian.com/article/85,What they don't want you to know could change everything. Evidence is mounting.,2026-04-14T16:00:35.583209,2026-04-14T16:00:35.583210,2026-04-14T16:00:35.583210,Hidden truth about government program,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,theguardian.com
87,breitbart.com,rumor,https://breitbart.com/article/86,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.583244,2026-04-14T16:00:35.583245,2026-04-14T16:00:35.583246,Coverage of ongoing situation,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,breitbart.com
88,express.co.uk,bias,https://express.co.uk/article/87,The evidence clearly points to a specific conclusion that supports established viewpoints. The data speaks for itself.,2026-04-14T16:00:35.583278,2026-04-14T16:00:35.583279,2026-04-14T16:00:35.583280,Report indicates clear pattern in political trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,express.co.uk
