id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary,source
11,express.co.uk,unreliable,https://express.co.uk/article/10,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.573347,2026-04-14T16:00:35.573348,2026-04-14T16:00:35.573348,News report on recent developments,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,express.co.uk
12,barenakedislam.com,clickbait,https://barenakedislam.com/article/11,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.573379,2026-04-14T16:00:35.573380,2026-04-14T16:00:35.573380,Update about recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,barenakedislam.com
13,barenakedislam.com,political,https://barenakedislam.com/article/12,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.573413,2026-04-14T16:00:35.573414,2026-04-14T16:00:35.573415,Coverage of current events,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,barenakedislam.com
14,snopes.com,unreliable,https://snopes.com/article/13,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.573446,2026-04-14T16:00:35.573447,2026-04-14T16:00:35.573447,Coverage of ongoing situation,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,snopes.com
15,bbc.com,reliable,https://bbc.com/article/14,A comprehensive study using rigorous methodology has produced significant findings. Findings are reproducible.,2026-04-14T16:00:35.573480,2026-04-14T16:00:35.573480,2026-04-14T16:00:35.573481,Peer-reviewed study from The Lancet,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,bbc.com
16,express.co.uk,satire,https://express.co.uk/article/15,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.573512,2026-04-14T16:00:35.573512,2026-04-14T16:00:35.573513,News report on current events,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,express.co.uk
17,breitbart.com,clickbait,https://breitbart.com/article/16,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.573545,2026-04-14T16:00:35.573546,2026-04-14T16:00:35.573547,Update about current events,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,breitbart.com
18,nytimes.com,satire,https://nytimes.com/article/17,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.573577,2026-04-14T16:00:35.573578,2026-04-14T16:00:35.573579,News report on ongoing situation,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,nytimes.com
19,cnn.com,bias,https://cnn.com/article/18,The evidence clearly points to a specific conclusion that supports established viewpoints. The data speaks for itself.,2026-04-14T16:00:35.573612,2026-04-14T16:00:35.573613,2026-04-14T16:00:35.573614,Study shows clear pattern in social trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,cnn.com
20,express.co.uk,rumor,https://express.co.uk/article/19,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.573644,2026-04-14T16:00:35.573645,2026-04-14T16:00:35.573646,News report on ongoing situation,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,express.co.uk
21,breitbart.com,clickbait,https://breitbart.com/article/20,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.573677,2026-04-14T16:00:35.573678,2026-04-14T16:00:35.573679,News report on recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,breitbart.com
22,theguardian.com,reliable,https://theguardian.com/article/21,A comprehensive study using rigorous methodology has produced significant findings. Findings are reproducible.,2026-04-14T16:00:35.573710,2026-04-14T16:00:35.573710,2026-04-14T16:00:35.573711,Peer-reviewed study from The Lancet,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,theguardian.com
23,theguardian.com,rumor,https://theguardian.com/article/22,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.573743,2026-04-14T16:00:35.573744,2026-04-14T16:00:35.573744,Coverage of recent developments,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,theguardian.com
24,barenakedislam.com,unreliable,https://barenakedislam.com/article/23,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.573775,2026-04-14T16:00:35.573776,2026-04-14T16:00:35.573777,Coverage of current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,barenakedislam.com
25,breitbart.com,bias,https://breitbart.com/article/24,The evidence clearly points to a specific conclusion that supports established viewpoints. Correlations are strong.,2026-04-14T16:00:35.573825,2026-04-14T16:00:35.573827,2026-04-14T16:00:35.573827,Report indicates clear pattern in social trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,breitbart.com
26,foxnews.com,fake,https://foxnews.com/article/25,Researchers have made an astonishing discovery that challenges everything we know. Experts are baffled.,2026-04-14T16:00:35.573857,2026-04-14T16:00:35.573857,2026-04-14T16:00:35.573858,Breaking: Medical discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,foxnews.com
27,express.co.uk,rumor,https://express.co.uk/article/26,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.573889,2026-04-14T16:00:35.573890,2026-04-14T16:00:35.573891,Update about recent developments,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,express.co.uk
28,barenakedislam.com,reliable,https://barenakedislam.com/article/27,A comprehensive study using rigorous methodology has produced significant findings. Methodology was robust.,2026-04-14T16:00:35.573922,2026-04-14T16:00:35.573923,2026-04-14T16:00:35.573924,Peer-reviewed study from Science,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,barenakedislam.com
29,nytimes.com,conspiracy,https://nytimes.com/article/28,What they don't want you to know could change everything. Evidence is mounting.,2026-04-14T16:00:35.573955,2026-04-14T16:00:35.573956,2026-04-14T16:00:35.573956,Whistleblower exposes major event,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,nytimes.com
30,bbc.com,clickbait,https://bbc.com/article/29,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.573987,2026-04-14T16:00:35.573988,2026-04-14T16:00:35.573988,News report on recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,bbc.com
31,snopes.com,bias,https://snopes.com/article/30,The evidence clearly points to a specific conclusion that supports established viewpoints. The data speaks for itself.,2026-04-14T16:00:35.574021,2026-04-14T16:00:35.574022,2026-04-14T16:00:35.574022,Report indicates clear pattern in economic trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,snopes.com
32,snopes.com,conspiracy,https://snopes.com/article/31,What they don't want you to know could change everything. The pieces are coming together.,2026-04-14T16:00:35.574054,2026-04-14T16:00:35.574055,2026-04-14T16:00:35.574055,Hidden truth about government program,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,snopes.com
33,foxnews.com,reliable,https://foxnews.com/article/32,A comprehensive study using rigorous methodology has produced significant findings. Methodology was robust.,2026-04-14T16:00:35.574087,2026-04-14T16:00:35.574088,2026-04-14T16:00:35.574089,New research published in Science,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,foxnews.com
34,snopes.com,unreliable,https://snopes.com/article/33,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.574120,2026-04-14T16:00:35.574120,2026-04-14T16:00:35.574121,Coverage of current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,snopes.com
35,barenakedislam.com,unreliable,https://barenakedislam.com/article/34,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.574152,2026-04-14T16:00:35.574153,2026-04-14T16:00:35.574153,Coverage of ongoing situation,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,barenakedislam.com
36,express.co.uk,fake,https://express.co.uk/article/35,Researchers have made an astonishing discovery that challenges everything we know. The implications are profound.,2026-04-14T16:00:35.574179,2026-04-14T16:00:35.574180,2026-04-14T16:00:35.574180,Breaking: Government discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,express.co.uk
37,express.co.uk,unreliable,https://express.co.uk/article/36,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.574211,2026-04-14T16:00:35.574212,2026-04-14T16:00:35.574212,Coverage of ongoing situation,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,express.co.uk
38,bbc.com,conspiracy,https://bbc.com/article/37,What they don't want you to know could change everything. The truth will emerge.,2026-04-14T16:00:35.574244,2026-04-14T16:00:35.574245,2026-04-14T16:00:35.574246,Secret documents reveal major event,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,bbc.com
39,express.co.uk,hate,https://express.co.uk/article/38,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.574277,2026-04-14T16:00:35.574277,2026-04-14T16:00:35.574278,Coverage of ongoing situation,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,express.co.uk
40,express.co.uk,fake,https://express.co.uk/article/39,Researchers have made an astonishing discovery that challenges everything we know. The implications are profound.,2026-04-14T16:00:35.574304,2026-04-14T16:00:35.574305,2026-04-14T16:00:35.574305,Breaking: Scientific discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,express.co.uk
41,breitbart.com,clickbait,https://breitbart.com/article/40,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.574336,2026-04-14T16:00:35.574337,2026-04-14T16:00:35.574338,Update about ongoing situation,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,breitbart.com
42,theguardian.com,political,https://theguardian.com/article/41,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.574369,2026-04-14T16:00:35.574370,2026-04-14T16:00:35.574370,News report on current events,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,theguardian.com
43,snopes.com,clickbait,https://snopes.com/article/42,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.574402,2026-04-14T16:00:35.574403,2026-04-14T16:00:35.574403,Coverage of current events,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,snopes.com
44,bbc.com,fake,https://bbc.com/article/43,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.574430,2026-04-14T16:00:35.574431,2026-04-14T16:00:35.574431,Breaking: Government discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,bbc.com
45,bbc.com,bias,https://bbc.com/article/44,The evidence clearly points to a specific conclusion that supports established viewpoints. Patterns are unmistakable.,2026-04-14T16:00:35.574463,2026-04-14T16:00:35.574464,2026-04-14T16:00:35.574464,Report indicates clear pattern in political trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,bbc.com
46,express.co.uk,fake,https://express.co.uk/article/45,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.574490,2026-04-14T16:00:35.574491,2026-04-14T16:00:35.574492,Breaking: Medical discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,express.co.uk
47,foxnews.com,rumor,https://foxnews.com/article/46,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.574522,2026-04-14T16:00:35.574523,2026-04-14T16:00:35.574523,Coverage of current events,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,foxnews.com
48,infowars.com,political,https://infowars.com/article/47,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.574554,2026-04-14T16:00:35.574555,2026-04-14T16:00:35.574556,Coverage of current events,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,infowars.com
49,infowars.com,fake,https://infowars.com/article/48,Researchers have made an astonishing discovery that challenges everything we know. Experts are baffled.,2026-04-14T16:00:35.574583,2026-04-14T16:00:35.574584,2026-04-14T16:00:35.574585,Breaking: Government discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,infowars.com
50,infowars.com,fake,https://infowars.com/article/49,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.574618,2026-04-14T16:00:35.574619,2026-04-14T16:00:35.574619,Breaking: Scientific discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,infowars.com
51,cnn.com,bias,https://cnn.com/article/50,The evidence clearly points to a specific conclusion that supports established viewpoints. The data speaks for itself.,2026-04-14T16:00:35.574653,2026-04-14T16:00:35.574654,2026-04-14T16:00:35.574655,Analysis reveals clear pattern in political trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,cnn.com
52,barenakedislam.com,satire,https://barenakedislam.com/article/51,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.574688,2026-04-14T16:00:35.574689,2026-04-14T16:00:35.574690,News report on recent developments,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,barenakedislam.com
53,breitbart.com,fake,https://breitbart.com/article/52,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.574718,2026-04-14T16:00:35.574719,2026-04-14T16:00:35.574720,Breaking: Medical discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,breitbart.com
54,theguardian.com,satire,https://theguardian.com/article/53,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.574753,2026-04-14T16:00:35.574754,2026-04-14T16:00:35.574755,News report on recent developments,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,theguardian.com
55,barenakedislam.com,reliable,https://barenakedislam.com/article/54,A comprehensive study using rigorous methodology has produced significant findings. Methodology was robust.,2026-04-14T16:00:35.574788,2026-04-14T16:00:35.574789,2026-04-14T16:00:35.574790,Peer-reviewed study from Nature,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,barenakedislam.com
56,express.co.uk,rumor,https://express.co.uk/article/55,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.574825,2026-04-14T16:00:35.574826,2026-04-14T16:00:35.574826,Update about recent developments,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,express.co.uk
57,snopes.com,rumor,https://snopes.com/article/56,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.574860,2026-04-14T16:00:35.574861,2026-04-14T16:00:35.574864,Coverage of ongoing situation,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,snopes.com
58,barenakedislam.com,conspiracy,https://barenakedislam.com/article/57,What they don't want you to know could change everything. The truth will emerge.,2026-04-14T16:00:35.574896,2026-04-14T16:00:35.574897,2026-04-14T16:00:35.574897,Whistleblower exposes government program,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,barenakedislam.com
59,snopes.com,satire,https://snopes.com/article/58,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.574927,2026-04-14T16:00:35.574928,2026-04-14T16:00:35.574929,Coverage of ongoing situation,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,snopes.com
60,infowars.com,political,https://infowars.com/article/59,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.574959,2026-04-14T16:00:35.574960,2026-04-14T16:00:35.574961,Update about recent developments,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,infowars.com
61,snopes.com,reliable,https://snopes.com/article/60,A comprehensive study using rigorous methodology has produced significant findings. Results are statistically significant.,2026-04-14T16:00:35.574991,2026-04-14T16:00:35.574992,2026-04-14T16:00:35.574993,Peer-reviewed study from The Lancet,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,snopes.com
62,infowars.com,reliable,https://infowars.com/article/61,A comprehensive study using rigorous methodology has produced significant findings. Findings are reproducible.,2026-04-14T16:00:35.575024,2026-04-14T16:00:35.575024,2026-04-14T16:00:35.575025,New research published in Science,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,infowars.com
63,breitbart.com,conspiracy,https://breitbart.com/article/62,What they don't want you to know could change everything. The truth will emerge.,2026-04-14T16:00:35.575059,2026-04-14T16:00:35.575061,2026-04-14T16:00:35.575061,Whistleblower exposes major event,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,breitbart.com
64,cnn.com,clickbait,https://cnn.com/article/63,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.575092,2026-04-14T16:00:35.575093,2026-04-14T16:00:35.575093,News report on recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,cnn.com
65,bbc.com,clickbait,https://bbc.com/article/64,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.575125,2026-04-14T16:00:35.575126,2026-04-14T16:00:35.575127,Coverage of ongoing situation,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,bbc.com
66,infowars.com,unreliable,https://infowars.com/article/65,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.575160,2026-04-14T16:00:35.575161,2026-04-14T16:00:35.575162,Coverage of current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,infowars.com
67,theguardian.com,reliable,https://theguardian.com/article/66,A comprehensive study using rigorous methodology has produced significant findings. Methodology was robust.,2026-04-14T16:00:35.575194,2026-04-14T16:00:35.575195,2026-04-14T16:00:35.575196,Peer-reviewed study from Science,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,theguardian.com
68,foxnews.com,clickbait,https://foxnews.com/article/67,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.575308,2026-04-14T16:00:35.575312,2026-04-14T16:00:35.575313,Update about recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,foxnews.com
69,cnn.com,fake,https://cnn.com/article/68,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.575391,2026-04-14T16:00:35.575393,2026-04-14T16:00:35.575394,Breaking: Medical discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,cnn.com
70,breitbart.com,clickbait,https://breitbart.com/article/69,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.575441,2026-04-14T16:00:35.575442,2026-04-14T16:00:35.575443,Coverage of current events,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,breitbart.com
71,infowars.com,fake,https://infowars.com/article/70,Researchers have made an astonishing discovery that challenges everything we know. The implications are profound.,2026-04-14T16:00:35.575478,2026-04-14T16:00:35.575479,2026-04-14T16:00:35.575480,Breaking: Scientific discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,infowars.com
72,bbc.com,unreliable,https://bbc.com/article/71,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.575515,2026-04-14T16:00:35.575516,2026-04-14T16:00:35.575516,News report on recent developments,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,bbc.com
73,nytimes.com,unreliable,https://nytimes.com/article/72,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.575554,2026-04-14T16:00:35.575555,2026-04-14T16:00:35.575556,News report on ongoing situation,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,nytimes.com
74,foxnews.com,fake,https://foxnews.com/article/73,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.575585,2026-04-14T16:00:35.575587,2026-04-14T16:00:35.575588,Breaking: Government discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,foxnews.com
75,barenakedislam.com,reliable,https://barenakedislam.com/article/74,A comprehensive study using rigorous methodology has produced significant findings. Methodology was robust.,2026-04-14T16:00:35.575623,2026-04-14T16:00:35.575624,2026-04-14T16:00:35.575624,New research published in The Lancet,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,barenakedislam.com
76,cnn.com,bias,https://cnn.com/article/75,The evidence clearly points to a specific conclusion that supports established viewpoints. Correlations are strong.,2026-04-14T16:00:35.575662,2026-04-14T16:00:35.575663,2026-04-14T16:00:35.575663,Analysis reveals clear pattern in social trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,cnn.com
77,bbc.com,hate,https://bbc.com/article/76,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.575703,2026-04-14T16:00:35.575704,2026-04-14T16:00:35.575704,Coverage of recent developments,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,bbc.com
78,bbc.com,bias,https://bbc.com/article/77,The evidence clearly points to a specific conclusion that supports established viewpoints. The data speaks for itself.,2026-04-14T16:00:35.575745,2026-04-14T16:00:35.575746,2026-04-14T16:00:35.575747,Report indicates clear pattern in political trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,bbc.com
79,express.co.uk,unreliable,https://express.co.uk/article/78,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.575787,2026-04-14T16:00:35.575788,2026-04-14T16:00:35.575789,Coverage of current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,express.co.uk
80,express.co.uk,satire,https://express.co.uk/article/79,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.575867,2026-04-14T16:00:35.575871,2026-04-14T16:00:35.575872,Update about current events,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,express.co.uk
81,theguardian.com,reliable,https://theguardian.com/article/80,A comprehensive study using rigorous methodology has produced significant findings. Results are statistically significant.,2026-04-14T16:00:35.575978,2026-04-14T16:00:35.575980,2026-04-14T16:00:35.575981,Peer-reviewed study from Science,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,theguardian.com
82,theguardian.com,conspiracy,https://theguardian.com/article/81,What they don't want you to know could change everything. The pieces are coming together.,2026-04-14T16:00:35.576025,2026-04-14T16:00:35.576026,2026-04-14T16:00:35.576027,Whistleblower exposes corporate cover-up,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,theguardian.com
83,foxnews.com,hate,https://foxnews.com/article/82,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.576068,2026-04-14T16:00:35.576069,2026-04-14T16:00:35.576070,Update about recent developments,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,foxnews.com
84,barenakedislam.com,conspiracy,https://barenakedislam.com/article/83,What they don't want you to know could change everything. Evidence is mounting.,2026-04-14T16:00:35.576103,2026-04-14T16:00:35.576104,2026-04-14T16:00:35.576104,Secret documents reveal major event,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,barenakedislam.com
85,infowars.com,hate,https://infowars.com/article/84,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.576136,2026-04-14T16:00:35.576137,2026-04-14T16:00:35.576137,News report on recent developments,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,infowars.com
86,cnn.com,conspiracy,https://cnn.com/article/85,What they don't want you to know could change everything. The truth will emerge.,2026-04-14T16:00:35.576169,2026-04-14T16:00:35.576170,2026-04-14T16:00:35.576170,Whistleblower exposes major event,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,cnn.com
87,cnn.com,clickbait,https://cnn.com/article/86,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.576202,2026-04-14T16:00:35.576203,2026-04-14T16:00:35.576204,Coverage of recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,cnn.com
