id,domain,type,url,content,scraped_at,inserted_at,updated_at,title,authors,keywords,meta_keywords,meta_description,tags,summary,source
11,snopes.com,satire,https://snopes.com/article/10,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.623239,2026-04-14T16:00:35.623240,2026-04-14T16:00:35.623240,Coverage of ongoing situation,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,snopes.com
12,theguardian.com,clickbait,https://theguardian.com/article/11,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.623274,2026-04-14T16:00:35.623275,2026-04-14T16:00:35.623275,Coverage of recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,theguardian.com
13,barenakedislam.com,unreliable,https://barenakedislam.com/article/12,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.623308,2026-04-14T16:00:35.623308,2026-04-14T16:00:35.623309,News report on ongoing situation,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,barenakedislam.com
14,foxnews.com,rumor,https://foxnews.com/article/13,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.623342,2026-04-14T16:00:35.623343,2026-04-14T16:00:35.623343,Update about recent developments,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,foxnews.com
15,theguardian.com,hate,https://theguardian.com/article/14,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.623375,2026-04-14T16:00:35.623376,2026-04-14T16:00:35.623377,News report on current events,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,theguardian.com
16,breitbart.com,bias,https://breitbart.com/article/15,The evidence clearly points to a specific conclusion that supports established viewpoints. Correlations are strong.,2026-04-14T16:00:35.623411,2026-04-14T16:00:35.623412,2026-04-14T16:00:35.623412,Report indicates clear pattern in social trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,breitbart.com
17,nytimes.com,rumor,https://nytimes.com/article/16,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.623444,2026-04-14T16:00:35.623445,2026-04-14T16:00:35.623446,Coverage of current events,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,nytimes.com
18,snopes.com,rumor,https://snopes.com/article/17,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.623478,2026-04-14T16:00:35.623479,2026-04-14T16:00:35.623479,Update about ongoing situation,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,snopes.com
19,breitbart.com,satire,https://breitbart.com/article/18,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.623511,2026-04-14T16:00:35.623512,2026-04-14T16:00:35.623513,News report on recent developments,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,breitbart.com
20,snopes.com,political,https://snopes.com/article/19,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.623544,2026-04-14T16:00:35.623545,2026-04-14T16:00:35.623545,Update about recent developments,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,snopes.com
21,express.co.uk,unreliable,https://express.co.uk/article/20,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.623577,2026-04-14T16:00:35.623578,2026-04-14T16:00:35.623578,News report on ongoing situation,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,express.co.uk
22,theguardian.com,rumor,https://theguardian.com/article/21,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.623609,2026-04-14T16:00:35.623610,2026-04-14T16:00:35.623611,News report on ongoing situation,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,theguardian.com
23,barenakedislam.com,political,https://barenakedislam.com/article/22,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.623643,2026-04-14T16:00:35.623644,2026-04-14T16:00:35.623644,Update about recent developments,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,barenakedislam.com
24,theguardian.com,satire,https://theguardian.com/article/23,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.623676,2026-04-14T16:00:35.623677,2026-04-14T16:00:35.623677,Coverage of current events,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,theguardian.com
25,foxnews.com,unreliable,https://foxnews.com/article/24,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.623709,2026-04-14T16:00:35.623710,2026-04-14T16:00:35.623710,Coverage of recent developments,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,foxnews.com
26,breitbart.com,fake,https://breitbart.com/article/25,Researchers have made an astonishing discovery that challenges everything we know. Experts are baffled.,2026-04-14T16:00:35.623737,2026-04-14T16:00:35.623738,2026-04-14T16:00:35.623739,Breaking: Medical discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,breitbart.com
27,nytimes.com,fake,https://nytimes.com/article/26,Researchers have made an astonishing discovery that challenges everything we know. The implications are profound.,2026-04-14T16:00:35.623766,2026-04-14T16:00:35.623767,2026-04-14T16:00:35.623767,Breaking: Scientific discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,nytimes.com
28,infowars.com,clickbait,https://infowars.com/article/27,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.623799,2026-04-14T16:00:35.623800,2026-04-14T16:00:35.623801,News report on current events,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,infowars.com
29,infowars.com,bias,https://infowars.com/article/28,The evidence clearly points to a specific conclusion that supports established viewpoints. The data speaks for itself.,2026-04-14T16:00:35.623834,2026-04-14T16:00:35.623835,2026-04-14T16:00:35.623836,Report indicates clear pattern in economic trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,infowars.com
30,foxnews.com,hate,https://foxnews.com/article/29,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.623865,2026-04-14T16:00:35.623866,2026-04-14T16:00:35.623867,News report on recent developments,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,foxnews.com
31,snopes.com,rumor,https://snopes.com/article/30,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.623897,2026-04-14T16:00:35.623898,2026-04-14T16:00:35.623899,Update about current events,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,snopes.com
32,cnn.com,satire,https://cnn.com/article/31,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.623929,2026-04-14T16:00:35.623930,2026-04-14T16:00:35.623930,Coverage of ongoing situation,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,cnn.com
33,express.co.uk,rumor,https://express.co.uk/article/32,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.623961,2026-04-14T16:00:35.623961,2026-04-14T16:00:35.623962,News report on ongoing situation,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,express.co.uk
34,snopes.com,bias,https://snopes.com/article/33,The evidence clearly points to a specific conclusion that supports established viewpoints. Patterns are unmistakable.,2026-04-14T16:00:35.623993,2026-04-14T16:00:35.623993,2026-04-14T16:00:35.623994,Study shows clear pattern in political trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,snopes.com
35,theguardian.com,satire,https://theguardian.com/article/34,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.624024,2026-04-14T16:00:35.624025,2026-04-14T16:00:35.624026,News report on current events,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,theguardian.com
36,foxnews.com,reliable,https://foxnews.com/article/35,A comprehensive study using rigorous methodology has produced significant findings. Results are statistically significant.,2026-04-14T16:00:35.624061,2026-04-14T16:00:35.624062,2026-04-14T16:00:35.624063,Scientific paper in Nature,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,foxnews.com
37,barenakedislam.com,conspiracy,https://barenakedislam.com/article/36,What they don't want you to know could change everything. Evidence is mounting.,2026-04-14T16:00:35.624094,2026-04-14T16:00:35.624095,2026-04-14T16:00:35.624096,Hidden truth about major event,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,barenakedislam.com
38,snopes.com,bias,https://snopes.com/article/37,The evidence clearly points to a specific conclusion that supports established viewpoints. Patterns are unmistakable.,2026-04-14T16:00:35.624127,2026-04-14T16:00:35.624128,2026-04-14T16:00:35.624128,Study shows clear pattern in social trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,snopes.com
39,cnn.com,clickbait,https://cnn.com/article/38,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.624161,2026-04-14T16:00:35.624162,2026-04-14T16:00:35.624163,News report on recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,cnn.com
40,express.co.uk,fake,https://express.co.uk/article/39,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.624190,2026-04-14T16:00:35.624191,2026-04-14T16:00:35.624192,Breaking: Government discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,express.co.uk
41,breitbart.com,conspiracy,https://breitbart.com/article/40,What they don't want you to know could change everything. Evidence is mounting.,2026-04-14T16:00:35.624224,2026-04-14T16:00:35.624225,2026-04-14T16:00:35.624226,Whistleblower exposes corporate cover-up,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,breitbart.com
42,nytimes.com,bias,https://nytimes.com/article/41,The evidence clearly points to a specific conclusion that supports established viewpoints. The data speaks for itself.,2026-04-14T16:00:35.624260,2026-04-14T16:00:35.624261,2026-04-14T16:00:35.624262,Analysis reveals clear pattern in economic trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,nytimes.com
43,cnn.com,political,https://cnn.com/article/42,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.624294,2026-04-14T16:00:35.624295,2026-04-14T16:00:35.624296,Update about ongoing situation,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,cnn.com
44,express.co.uk,fake,https://express.co.uk/article/43,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.624322,2026-04-14T16:00:35.624323,2026-04-14T16:00:35.624324,Breaking: Scientific discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,express.co.uk
45,bbc.com,conspiracy,https://bbc.com/article/44,What they don't want you to know could change everything. Evidence is mounting.,2026-04-14T16:00:35.624354,2026-04-14T16:00:35.624355,2026-04-14T16:00:35.624356,Secret documents reveal government program,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,bbc.com
46,bbc.com,unreliable,https://bbc.com/article/45,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.624386,2026-04-14T16:00:35.624387,2026-04-14T16:00:35.624387,Coverage of current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,bbc.com
47,breitbart.com,hate,https://breitbart.com/article/46,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.624417,2026-04-14T16:00:35.624418,2026-04-14T16:00:35.624419,News report on ongoing situation,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,breitbart.com
48,barenakedislam.com,clickbait,https://barenakedislam.com/article/47,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.624449,2026-04-14T16:00:35.624450,2026-04-14T16:00:35.624451,News report on current events,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,barenakedislam.com
49,breitbart.com,rumor,https://breitbart.com/article/48,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.624482,2026-04-14T16:00:35.624483,2026-04-14T16:00:35.624484,Update about recent developments,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,breitbart.com
50,snopes.com,clickbait,https://snopes.com/article/49,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.624514,2026-04-14T16:00:35.624515,2026-04-14T16:00:35.624516,News report on ongoing situation,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,snopes.com
51,theguardian.com,bias,https://theguardian.com/article/50,The evidence clearly points to a specific conclusion that supports established viewpoints. Patterns are unmistakable.,2026-04-14T16:00:35.624548,2026-04-14T16:00:35.624549,2026-04-14T16:00:35.624550,Study shows clear pattern in economic trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,theguardian.com
52,bbc.com,unreliable,https://bbc.com/article/51,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.624582,2026-04-14T16:00:35.624583,2026-04-14T16:00:35.624584,Coverage of current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,bbc.com
53,nytimes.com,conspiracy,https://nytimes.com/article/52,What they don't want you to know could change everything. The pieces are coming together.,2026-04-14T16:00:35.624616,2026-04-14T16:00:35.624617,2026-04-14T16:00:35.624618,Hidden truth about major event,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,nytimes.com
54,bbc.com,rumor,https://bbc.com/article/53,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.624651,2026-04-14T16:00:35.624652,2026-04-14T16:00:35.624653,Coverage of recent developments,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,bbc.com
55,theguardian.com,hate,https://theguardian.com/article/54,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.624685,2026-04-14T16:00:35.624686,2026-04-14T16:00:35.624687,Update about ongoing situation,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,theguardian.com
56,express.co.uk,fake,https://express.co.uk/article/55,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.624713,2026-04-14T16:00:35.624714,2026-04-14T16:00:35.624715,Breaking: Medical discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,express.co.uk
57,express.co.uk,political,https://express.co.uk/article/56,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.624745,2026-04-14T16:00:35.624745,2026-04-14T16:00:35.624746,News report on recent developments,Reporter Name,"news,article",political,Article about political news,political,Summary of political article,express.co.uk
58,theguardian.com,conspiracy,https://theguardian.com/article/57,What they don't want you to know could change everything. The pieces are coming together.,2026-04-14T16:00:35.624776,2026-04-14T16:00:35.624777,2026-04-14T16:00:35.624777,Secret documents reveal government program,Reporter Name,"news,article",conspiracy,Article about conspiracy news,conspiracy,Summary of conspiracy article,theguardian.com
59,breitbart.com,fake,https://breitbart.com/article/58,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.624802,2026-04-14T16:00:35.624803,2026-04-14T16:00:35.624804,Breaking: Alien discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,breitbart.com
60,bbc.com,clickbait,https://bbc.com/article/59,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.624840,2026-04-14T16:00:35.624841,2026-04-14T16:00:35.624843,Coverage of current events,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,bbc.com
61,cnn.com,hate,https://cnn.com/article/60,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.624881,2026-04-14T16:00:35.624882,2026-04-14T16:00:35.624882,Coverage of current events,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,cnn.com
62,theguardian.com,bias,https://theguardian.com/article/61,The evidence clearly points to a specific conclusion that supports established viewpoints. Correlations are strong.,2026-04-14T16:00:35.624915,2026-04-14T16:00:35.624916,2026-04-14T16:00:35.624917,Report indicates clear pattern in economic trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,theguardian.com
63,infowars.com,rumor,https://infowars.com/article/62,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.624949,2026-04-14T16:00:35.624950,2026-04-14T16:00:35.624951,Coverage of ongoing situation,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,infowars.com
64,snopes.com,rumor,https://snopes.com/article/63,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.624983,2026-04-14T16:00:35.624984,2026-04-14T16:00:35.624984,News report on current events,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,snopes.com
65,snopes.com,rumor,https://snopes.com/article/64,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.625026,2026-04-14T16:00:35.625027,2026-04-14T16:00:35.625028,News report on current events,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,snopes.com
66,theguardian.com,hate,https://theguardian.com/article/65,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.625063,2026-04-14T16:00:35.625064,2026-04-14T16:00:35.625065,News report on recent developments,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,theguardian.com
67,express.co.uk,unreliable,https://express.co.uk/article/66,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.625097,2026-04-14T16:00:35.625098,2026-04-14T16:00:35.625099,Update about current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,express.co.uk
68,barenakedislam.com,hate,https://barenakedislam.com/article/67,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.625131,2026-04-14T16:00:35.625132,2026-04-14T16:00:35.625133,Coverage of current events,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,barenakedislam.com
69,foxnews.com,unreliable,https://foxnews.com/article/68,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.625165,2026-04-14T16:00:35.625166,2026-04-14T16:00:35.625167,Coverage of ongoing situation,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,foxnews.com
70,foxnews.com,clickbait,https://foxnews.com/article/69,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.625196,2026-04-14T16:00:35.625197,2026-04-14T16:00:35.625198,News report on current events,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,foxnews.com
71,snopes.com,rumor,https://snopes.com/article/70,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.625229,2026-04-14T16:00:35.625230,2026-04-14T16:00:35.625231,News report on recent developments,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,snopes.com
72,nytimes.com,reliable,https://nytimes.com/article/71,A comprehensive study using rigorous methodology has produced significant findings. Results are statistically significant.,2026-04-14T16:00:35.625264,2026-04-14T16:00:35.625265,2026-04-14T16:00:35.625266,Scientific paper in Science,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,nytimes.com
73,theguardian.com,unreliable,https://theguardian.com/article/72,Standard news reporting with balanced coverage of the facts. Multiple perspectives included.,2026-04-14T16:00:35.625298,2026-04-14T16:00:35.625299,2026-04-14T16:00:35.625300,Update about current events,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,theguardian.com
74,breitbart.com,hate,https://breitbart.com/article/73,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.625332,2026-04-14T16:00:35.625333,2026-04-14T16:00:35.625334,Coverage of recent developments,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,breitbart.com
75,foxnews.com,satire,https://foxnews.com/article/74,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.625365,2026-04-14T16:00:35.625366,2026-04-14T16:00:35.625367,Coverage of recent developments,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,foxnews.com
76,cnn.com,satire,https://cnn.com/article/75,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.625399,2026-04-14T16:00:35.625400,2026-04-14T16:00:35.625401,Coverage of ongoing situation,Reporter Name,"news,article",satire,Article about satire news,satire,Summary of satire article,cnn.com
77,theguardian.com,reliable,https://theguardian.com/article/76,A comprehensive study using rigorous methodology has produced significant findings. Findings are reproducible.,2026-04-14T16:00:35.625434,2026-04-14T16:00:35.625435,2026-04-14T16:00:35.625435,New research published in Science,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,theguardian.com
78,cnn.com,hate,https://cnn.com/article/77,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.625469,2026-04-14T16:00:35.625470,2026-04-14T16:00:35.625470,Update about ongoing situation,Reporter Name,"news,article",hate,Article about hate news,hate,Summary of hate article,cnn.com
79,nytimes.com,rumor,https://nytimes.com/article/78,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.625502,2026-04-14T16:00:35.625503,2026-04-14T16:00:35.625504,Coverage of current events,Reporter Name,"news,article",rumor,Article about rumor news,rumor,Summary of rumor article,nytimes.com
80,nytimes.com,reliable,https://nytimes.com/article/79,A comprehensive study using rigorous methodology has produced significant findings. Findings are reproducible.,2026-04-14T16:00:35.625536,2026-04-14T16:00:35.625537,2026-04-14T16:00:35.625538,Scientific paper in Nature,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,nytimes.com
81,nytimes.com,bias,https://nytimes.com/article/80,The evidence clearly points to a specific conclusion that supports established viewpoints. The data speaks for itself.,2026-04-14T16:00:35.625570,2026-04-14T16:00:35.625571,2026-04-14T16:00:35.625572,Analysis reveals clear pattern in economic trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,nytimes.com
82,express.co.uk,bias,https://express.co.uk/article/81,The evidence clearly points to a specific conclusion that supports established viewpoints. Patterns are unmistakable.,2026-04-14T16:00:35.625605,2026-04-14T16:00:35.625606,2026-04-14T16:00:35.625606,Analysis reveals clear pattern in economic trends,Reporter Name,"news,article",bias,Article about bias news,bias,Summary of bias article,express.co.uk
83,bbc.com,fake,https://bbc.com/article/82,Researchers have made an astonishing discovery that challenges everything we know. Experts are baffled.,2026-04-14T16:00:35.625634,2026-04-14T16:00:35.625635,2026-04-14T16:00:35.625636,Breaking: Scientific discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,bbc.com
84,cnn.com,fake,https://cnn.com/article/83,Researchers have made an astonishing discovery that challenges everything we know. Experts are baffled.,2026-04-14T16:00:35.625664,2026-04-14T16:00:35.625665,2026-04-14T16:00:35.625666,Breaking: Scientific discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,cnn.com
85,foxnews.com,unreliable,https://foxnews.com/article/84,Standard news reporting with balanced coverage of the facts. Reporting is factual.,2026-04-14T16:00:35.625695,2026-04-14T16:00:35.625696,2026-04-14T16:00:35.625697,Update about ongoing situation,Reporter Name,"news,article",unreliable,Article about unreliable news,unreliable,Summary of unreliable article,foxnews.com
86,barenakedislam.com,reliable,https://barenakedislam.com/article/85,A comprehensive study using rigorous methodology has produced significant findings. Findings are reproducible.,2026-04-14T16:00:35.625727,2026-04-14T16:00:35.625728,2026-04-14T16:00:35.625729,New research published in Nature,Reporter Name,"news,article",reliable,Article about reliable news,reliable,Summary of reliable article,barenakedislam.com
87,nytimes.com,fake,https://nytimes.com/article/86,Researchers have made an astonishing discovery that challenges everything we know. This changes everything.,2026-04-14T16:00:35.625754,2026-04-14T16:00:35.625755,2026-04-14T16:00:35.625755,Breaking: Government discovery shocks experts,Reporter Name,"news,article",fake,Article about fake news,fake,Summary of fake article,nytimes.com
88,snopes.com,clickbait,https://snopes.com/article/87,Standard news reporting with balanced coverage of the facts. Sources are verified.,2026-04-14T16:00:35.625786,2026-04-14T16:00:35.625787,2026-04-14T16:00:35.625787,News report on recent developments,Reporter Name,"news,article",clickbait,Article about clickbait news,clickbait,Summary of clickbait article,snopes.com
